Max Horizontal Resolution,Memory Technology,Installed Memory,Processor Speed,Processor,Manufacturer,Infrared,Bluetooth,Docking Station,Port Replicator,Fingerprint,Subwoofer,External Battery,CDMA,Operating System,Warranty-Days,Price
800,DDR2,2000,1660,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,YES,YES,NO,NO,VistaHP:_Vista_Home_Premium,365,1199.99
800,DDR2,2000,1730,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1199.99
900,DDR2,2000,1660,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,YES,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1234.99
800,DDR2,2000,1800,Intel Core2 Duo,Toshiba,NO,YES,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1252.85
900,DDR2,2000,2000,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,YES,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1280
800,DDR2,1000,1200,Intel Core2 Solo,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,1099.99
800,DDR2,1000,1600,Intel Pentium Dual-Core,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,559
800,DDR2,1000,1730,Intel Pentium Dual-Core,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,629.99
800,DDR2,1000,1730,Intel Pentium Dual-Core,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,699.99
800,DDR2,2000,1730,Intel Pentium Dual-Core,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,749.99
800,DDR2,1000,1600,Intel Pentium Dual-Core,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,639.78
800,DDR2,1000,1600,Intel Pentium Dual-Core,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,848
800,DDR2,1000,1860,Intel Pentium Dual-Core,Fujitsu,NO,NO,NO,NO,YES,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,799
800,DDR2,1000,1600,Intel Pentium Dual-Core,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,599.99
800,DDR2,1000,1600,Intel Pentium Dual-Core,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,599.99
800,DDR2,2000,1600,Intel Pentium Dual-Core,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,629
900,DDR2,1000,1600,Intel Pentium Dual-Core,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,699.99
800,DDR2,1000,1730,Intel Pentium Dual-Core,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,569.99
800,DDR2,1000,1600,Intel Pentium Dual-Core,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,719.99
800,DDR2,1000,1730,Intel Pentium Dual-Core,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,784.99
800,DDR2,1000,1860,Intel Pentium Dual-Core,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,799.99
800,DDR2,1000,1730,Intel Pentium Dual-Core,Sony,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,749
800,DDR2,1000,1600,Intel Pentium Dual-Core,Sony,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,889.2
800,DDR2,1000,1730,Intel Pentium Dual-Core,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,599.99
800,DDR2,1000,1730,Intel Pentium Dual-Core,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,649.99
900,DDR2,1000,1730,Intel Pentium Dual-Core,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,789.95
800,DDR2,1000,1860,Intel Pentium Dual-Core,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,826.99
900,DDR2,1000,1830,Intel Pentium Dual-Core,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,899
900,DDR2,1000,1730,Intel Pentium Dual-Core,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHP:_Vista_Home_Premium,365,965
800,DDR2,2000,1800,AMD Turion 64x2,Acer,YES,YES,YES,YES,NO,NO,NO,NO,VistaUlt:_Vista_Ultimate,365,1474
1050,DDR2,2000,2000,AMD Turion 64x2,Acer,YES,YES,YES,YES,NO,NO,NO,NO,VistaUlt:_Vista_Ultimate,365,1799.99
800,DDR2,2000,2000,Intel Core2 Duo,Acer,YES,YES,NO,NO,NO,NO,NO,NO,VistaUlt:_Vista_Ultimate,365,1849
900,DDR2,2000,2000,Intel Core2 Duo,Fujitsu,NO,NO,NO,NO,YES,YES,NO,NO,VistaUlt:_Vista_Ultimate,365,1848.99
900,DDR2,2000,2000,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaUlt:_Vista_Ultimate,365,1265
900,DDR2,2000,2000,Intel Core2 Duo,HP_(Hewlett-Packard),NO,YES,YES,YES,NO,NO,NO,NO,VistaUlt:_Vista_Ultimate,365,1558.99
900,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,VistaUlt:_Vista_Ultimate,365,1209.11
1050,DDR2,2000,2200,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,YES,NO,NO,NO,VistaUlt:_Vista_Ultimate,365,1303
900,DDR2,2000,2000,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,YES,NO,NO,NO,VistaUlt:_Vista_Ultimate,1095,1522
768,DDR2,2000,1600,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,YES,VistaUlt:_Vista_Ultimate,1095,1789
800,DDR2,2000,1660,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,YES,NO,NO,NO,VistaUlt:_Vista_Ultimate,365,779
768,DDR-SDRAM_(DDRRAM),256,1400,AMD Athlon 64x2 Doble Nucleo,Averatec,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,479.95
800,DDR-SDRAM_(DDRRAM),512,2200,AMD Athlon 64x2 Doble Nucleo,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,499.99
768,SDRAM,128,1200,AMD Athlon 64x2 Doble Nucleo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,495
800,DDR-SDRAM_(DDRRAM),512,2000,AMD Athlon 64x2 Doble Nucleo,HP_(Hewlett-Packard),NO,NO,YES,YES,NO,NO,NO,NO,WinXP,365,499.99
768,DDR-SDRAM_(DDRRAM),256,1800,AMD Athlon 64x2 Doble Nucleo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,619.95
768,SDRAM,256,1330,AMD Athlon 64x2 Doble Nucleo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,719.2
768,DDR-SDRAM_(DDRRAM),256,1530,AMD Athlon 64x2 Doble Nucleo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,WinXP,720,799
800,DDR-SDRAM_(DDRRAM),512,2000,AMD Athlon 64x2 Doble Nucleo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,928.89
800,DDR2,512,1800,AMD Mobile Sempron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,546
768,DDR-SDRAM_(DDRRAM),256,1600,AMD Mobile Sempron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,689.99
800,DDR2,512,1800,AMD Mobile Sempron,Dell,NO,NO,YES,YES,NO,NO,NO,NO,WinXP,1095,599
800,DDR-SDRAM_(DDRRAM),512,2000,AMD Mobile Sempron,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,542.5
768,DDR-SDRAM_(DDRRAM),512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,616
768,DDR-SDRAM_(DDRRAM),512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,637.27
800,DDR-SDRAM_(DDRRAM),512,2000,AMD Mobile Sempron,HP_(Hewlett-Packard),YES,NO,NO,NO,NO,NO,NO,NO,WinXP,365,678.95
800,DDR-SDRAM_(DDRRAM),512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,YES,NO,NO,NO,NO,WinXP,365,999
800,DDR-SDRAM_(DDRRAM),512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,YES,NO,NO,NO,NO,WinXP,365,999
800,DDR-SDRAM_(DDRRAM),512,1600,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,499.99
800,DDR-SDRAM_(DDRRAM),1000,1800,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,529.99
800,DDR2,1000,1600,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,569.99
800,DDR2,1000,1600,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,589.95
800,DDR-SDRAM_(DDRRAM),512,1600,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,90,649.95
800,DDR2,2000,1600,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,689
800,DDR-SDRAM_(DDRRAM),1000,1800,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,760
800,DDR-SDRAM_(DDRRAM),512,1600,AMD Turion 64x2,Averatec,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,579.99
900,DDR2,1000,1600,AMD Turion 64x2,Averatec,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,679.95
800,DDR2,1000,1600,AMD Turion 64x2,Dell,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,649
800,DDR2,1000,2000,AMD Turion 64x2,Dell,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,649
1200,DDR-SDRAM_(DDRRAM),512,2000,AMD Turion 64x2,Fujitsu,YES,NO,YES,YES,NO,NO,NO,NO,WinXP,365,1119.82
800,DDR2,2000,1670,AMD Turion 64x2,Gateway,NO,NO,YES,YES,NO,NO,NO,NO,WinXP,365,599.99
800,DDR2,1000,1800,AMD Turion 64x2,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,642.39
800,DDR-SDRAM_(DDRRAM),512,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,WinXP,365,494.81
800,DDR2,512,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,WinXP,365,523.94
900,DDR-SDRAM_(DDRRAM),512,1800,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,YES,NO,NO,NO,NO,WinXP,365,529.99
800,DDR-SDRAM_(DDRRAM),512,1800,AMD Turion 64x2,HP_(Hewlett-Packard),NO,NO,YES,YES,NO,NO,NO,NO,WinXP,365,615.25
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,NO,NO,NO,NO,NO,WinXP,365,632.02
768,DDR-SDRAM_(DDRRAM),512,1800,AMD Turion 64x2,HP_(Hewlett-Packard),NO,NO,YES,YES,NO,NO,NO,NO,WinXP,365,649.95
900,DDR-SDRAM_(DDRRAM),512,1800,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,YES,NO,NO,NO,NO,WinXP,365,649.97
800,DDR2,512,2000,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,NO,NO,NO,NO,NO,WinXP,365,650
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,YES,NO,NO,NO,NO,WinXP,365,672.95
800,DDR-SDRAM_(DDRRAM),1024,1800,AMD Turion 64x2,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,727.02
900,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,YES,NO,NO,NO,NO,WinXP,365,754.39
900,DDR-SDRAM_(DDRRAM),512,1800,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,WinXP,365,979
800,DDR2,2000,1800,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,YES,NO,NO,NO,NO,WinXP,365,989.89
800,DDR-SDRAM_(DDRRAM),1024,2000,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,NO,YES,NO,NO,NO,NO,WinXP,365,1023.6
800,DDR2,512,1.6,Intel Celeron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,498.98
800,DDR2,512,1460,Intel Celeron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,565
800,DDR2,512,1600,Intel Celeron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,749.62
900,DDR2,512,1500,Intel Celeron,Acer,YES,NO,NO,NO,NO,NO,NO,NO,WinXP,365,1258.8
900,DDR2,512,1500,Intel Celeron,Acer,YES,NO,NO,NO,NO,NO,NO,NO,WinXP,365,1580
768,DDR-SDRAM_(DDRRAM),512,1000,Intel Celeron,Averatec,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,689.95
800,DDR2,512,1500,Intel Celeron,Dell,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,462.76
768,DDR-SDRAM_(DDRRAM),256,2200,Intel Celeron,Dell,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,90,549
768,DDR-SDRAM_(DDRRAM),512,1500,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,509.86
768,DDR-SDRAM_(DDRRAM),256,1300,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,524.84
800,DDR2,512,1730,Intel Celeron,HP_(Hewlett-Packard),YES,NO,NO,NO,NO,NO,NO,NO,WinXP,365,549
768,DDR-SDRAM_(DDRRAM),256,1400,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,554.99
800,DDR-SDRAM_(DDRRAM),512,1400,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,624.95
800,DDR2,512,1730,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,643.6
768,DDR-SDRAM_(DDRRAM),512,1400,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,YES,NO,NO,NO,NO,WinXP,365,663.62
800,DDR-SDRAM_(DDRRAM),512,1300,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,693.95
800,DDR2,512,1600,Intel Celeron,Lenovo,NO,YES,NO,NO,NO,NO,NO,NO,WinXP,365,699
800,DDR2,512,1460,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,470.43
768,DDR-SDRAM_(DDRRAM),256,1500,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,479
800,DDR2,512,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,484.59
1024,DDR-SDRAM_(DDRRAM),256,2800,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,499
1024,DDR-SDRAM_(DDRRAM),256,2800,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,499
768,DDR-SDRAM_(DDRRAM),512,1500,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,597.26
768,DDR2,256,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,649
800,DDR2,512,1700,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,658.94
768,DDR-SDRAM_(DDRRAM),256,1500,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP,365,790.99
